Jugador_Base;Ranking;Jugador_Comparable;Similitud_Coseno
Al Simmons;4;Mark Vientos;0,9946
Al Simmons;5;Chris Sabo;0,9945
Andrelton Simmons;1;Gil Hatfield;0,999
Andrelton Simmons;2;Ben Paschal;0,918
Andrelton Simmons;3;Randy Bush;0,9018
Andrelton Simmons;4;Ray Lankford;0,8853
Andrelton Simmons;5;Mickey Morandini;0,8746
Curt Simmons;1;Jesse Williams;1,0
Curt Simmons;2;Spec Shea;0,997
Curt Simmons;3;Kody Clemens;0,997
Curt Simmons;4;Max Lanier;0,9805
Curt Simmons;5;Ledell Titcomb;0,9789
Ted Simmons;1;Julio Rodriguez;0,9953
Ted Simmons;2;Curtis Granderson;0,9933
Ted Simmons;3;Anthony Rizzo;0,9899
Ted Simmons;4;Kyle Tucker;0,9898
Ted Simmons;5;Alex Rodriguez;0,9877
Mike Simms;1;Lefty Calhoun;1,0
Mike Simms;2;Mackey Sasser;1,0
Mike Simms;3;Calvin Murray;1,0
Mike Simms;4;Howard Ehmke;1,0
Mike Simms;5;Jason Bates;1,0
Willie Simms;1;Felton Snow;0,9874
Willie Simms;2;Joe Garagiola;0,981
Willie Simms;3;Bucky Dent;0,974
Willie Simms;4;Chick Gandil;0,9729
Willie Simms;5;Joe Quinn;0,9714
Randall Simon;1;Joe Marty;0,9801
Randall Simon;2;Yorvit Torrealba;0,9784
Randall Simon;3;Roy Parnell;0,9762
Randall Simon;4;Sean Casey;0,9749
Randall Simon;5;Nate McLouth;0,9714
Harry Simpson;1;Bobby Estalella;1,0
Harry Simpson;2;Carlos Lee;0,9854
Harry Simpson;3;Joe Start;0,9821
Harry Simpson;4;Albert Davis;0,9821
Harry Simpson;5;Pat Murphy;0,9821
Duke Sims;1;Lou Dials;0,9713
Duke Sims;2;Quincy Trouppe;0,9376
Duke Sims;3;Joe Evans;0,9299
Duke Sims;4;Elio Chacon;0,92
Duke Sims;5;Don Demeter;0,92
Chris Singleton;1;Elliott Maddox;0,9855
Chris Singleton;2;Hoss Walker;0,9751
Chris Singleton;3;Ralph Wyatt;0,9496
Chris Singleton;4;Gerardo Parra;0,9421
Chris Singleton;5;Matt LeCroy;0,941
Jon Singleton;1;Phil Niekro;1,0
Jon Singleton;2;Jerry Willard;0,9996
Jon Singleton;3;Rusty Kuntz;0,9996
Jon Singleton;4;Bill Lee;0,9996
Jon Singleton;5;Bud Daley;0,9985
Ken Singleton;1;Emil Verban;0,9902
Ken Singleton;2;Wild Bill Wright;0,9898
Ken Singleton;3;Stan Hack;0,9806
Ken Singleton;4;Ken Henderson;0,977
Ken Singleton;5;Marty Barrett;0,9734
Jose Siri;1;Rajai Davis;0,962
Jose Siri;2;Olmedo Saenz;0,9549
Jose Siri;3;Chris Heisey;0,9263
Jose Siri;4;Nolan Arenado;0,9201
Jose Siri;5;Eli Marrero;0,9185
Dick Sisler;1;Alonzo Perry;0,9992
Dick Sisler;2;Wally Berger;0,9941
Dick Sisler;3;Silver Flint;0,987
Dick Sisler;4;Jarred Kelenic;0,9848
Dick Sisler;5;Nick Hundley;0,981
Sibby Sisti;1;Lane Adams;1,0
Sibby Sisti;2;Bobby Morgan;1,0
Sibby Sisti;3;Chris Young;1,0
Sibby Sisti;4;Brent Morel;1,0
Sibby Sisti;5;Pat Moran;1,0
Grady Sizemore;1;Enos Slaughter;0,9883
Grady Sizemore;2;Geraldo Perdomo;0,9862
Grady Sizemore;3;Eddie Moore;0,9829
Grady Sizemore;4;Ronald Acuña;0,9804
Grady Sizemore;5;Bill Bruton;0,9798
Ted Sizemore;1;Pete Washington;0,983
Ted Sizemore;2;Billy Jurges;0,9763
Ted Sizemore;3;Smoky Burgess;0,9689
Ted Sizemore;4;Rick Burleson;0,9573
Ted Sizemore;5;Barry Larkin;0,9549
Dave Skaggs;1;Jose Rijo;0,9993
Dave Skaggs;2;Julio Borbon;0,9989
Dave Skaggs;3;Johnny Beazley;0,998
Dave Skaggs;4;Kevin Brown;0,9977
Dave Skaggs;5;Mitch Webster;0,9976
Bob Skinner;1;Lino Donoso;0,9895
Bob Skinner;2;Jim McDonald;0,9855
Bob Skinner;3;Jahmai Jones;0,9703
Bob Skinner;4;Herman Bell;0,9416
Bob Skinner;5;Arky Vaughan;0,9379
Bill Skowron;1;Gary Gaetti;0,9905
Bill Skowron;2;Rick Cerone;0,9895
Bill Skowron;3;Ryan Roberts;0,9887
Bill Skowron;4;Mark Vientos;0,9885
Bill Skowron;5;Ken Boyer;0,988
Jimmy Slagle;1;Nathan Lukes;0,9946
Jimmy Slagle;2;George Giles;0,9922
Jimmy Slagle;3;Dots Miller;0,9914
Jimmy Slagle;4;Tim Shinnick;0,9912
Jimmy Slagle;5;Dom DiMaggio;0,9897
Austin Slater;1;Candy Jim Taylor;0,9995
Austin Slater;2;F. P. Santangelo;0,9927
Austin Slater;3;Johnny Hayes;0,9927
Austin Slater;4;Shelley Duncan;0,9916
Austin Slater;5;Larry Sherry;0,9916
Mike Slattery;1;Chaney White;0,9942
Mike Slattery;2;Orlando Cabrera;0,9906
Mike Slattery;3;Jimmy Outlaw;0,9871
Mike Slattery;4;Steve Yerkes;0,9853
Mike Slattery;5;Rogers Hornsby;0,9835
Don Slaught;1;John Kruk;0,9859
Don Slaught;2;George McQuinn;0,9845
Don Slaught;3;Bobby Abreu;0,9843
Don Slaught;4;Alec Bohm;0,9781
Don Slaught;5;Buck Leonard;0,9748
Enos Slaughter;1;Josh Gibson;0,9933
Enos Slaughter;2;Bill Bruton;0,9907
Enos Slaughter;3;Eddie Moore;0,9895
Enos Slaughter;4;Willie Horton;0,9889
Enos Slaughter;5;Grady Sizemore;0,9883
Roy Smalley;1;Pat Collins;0,9559
Roy Smalley;2;Arky Vaughan;0,955
Roy Smalley;3;Jahmai Jones;0,9392
Roy Smalley;4;Mickey Hughes;0,9328
Roy Smalley;5;Nate Eaton;0,9274
John Smiley;1;Charlie Leibrandt;1,0
John Smiley;2;Ramon Ortiz;1,0
John Smiley;3;Kris Medlen;1,0
John Smiley;4;Kelly Downs;1,0
John Smiley;5;Scott Sanderson;1,0
Al Smith;1;Greg Olson;0,9988
Al Smith;2;Rickey Henderson;0,9955
Al Smith;3;Mookie Betts;0,9853
Al Smith;4;Joe Judge;0,9849
Al Smith;5;Roy White;0,9835
Billy Smith;1;Phil Cockrell;1,0
Billy Smith;2;Bernard Gilkey;0,9869
Billy Smith;3;Wally Westlake;0,9868
Billy Smith;4;Jimmie Hall;0,9868
Billy Smith;5;Jim West;0,9868
Bob Smith;1;Dallas McPherson;1,0
Bob Smith;2;Al Zarilla;0,9944
Bob Smith;3;Albert Davis;0,9944
Bob Smith;4;Joe Start;0,9944
Bob Smith;5;Pat Murphy;0,9944
Bud Smith;1;Norman Cross;1,0
Bud Smith;2;Alphonse Dunn;1,0
Bud Smith;3;Eric Anthony;1,0
Bud Smith;4;Carmen Hill;1,0
Bud Smith;5;Jim Hamilton;1,0
Clay Smith;1;Lane Adams;1,0
Clay Smith;2;Bobby Morgan;1,0
Clay Smith;3;Chris Young;1,0
Clay Smith;4;Brent Morel;1,0
Clay Smith;5;Pat Moran;1,0
Clarence Smith;1;Claude Ritchey;0,989
Clarence Smith;2;Ed Konetchy;0,9857
Clarence Smith;3;Bud Harrelson;0,9836
Clarence Smith;4;Frankie Crosetti;0,9831
Clarence Smith;5;Frank Duncan;0,9824
Dwight Smith;1;Justyn-Henry Malloy;0,9812
Dwight Smith;2;Alex Call;0,9811
Dwight Smith;3;Marius Russo;0,9776
Dwight Smith;4;Mark Sweeney;0,9716
Dwight Smith;5;Nate Schierholtz;0,9707
Earl Smith;1;Luis Rivera;0,9475
Earl Smith;2;Ossee Schrecongost;0,9475
Earl Smith;3;Luis Arraez;0,9446
Earl Smith;4;Rich Coggins;0,9422
Earl Smith;5;Felton Stratton;0,9362
Elmer Smith;1;Lee May;0,9591
Elmer Smith;2;Ray Noble;0,9451
Elmer Smith;3;Lance Johnson;0,9223
Elmer Smith;4;Hank Majeski;0,9203
Elmer Smith;5;Bill George;0,9198
Eugene Smith;1;Lino Donoso;0,9287
Eugene Smith;2;Bob Skinner;0,9219
Eugene Smith;3;Edouard Julien;0,8787
Eugene Smith;4;Blake Perkins;0,8709
Eugene Smith;5;Andrelton Simmons;0,8692
Ford Smith;1;Dick Allen;0,9728
Ford Smith;2;Jake Stephens;0,9703
Ford Smith;3;Dan Johnson;0,9696
Ford Smith;4;John Milner;0,9668
Ford Smith;5;Jim Wohlford;0,9576
Germany Smith;1;Bill Virdon;0,9918
Germany Smith;2;Farmer Weaver;0,989
Germany Smith;3;Dots Miller;0,9879
Germany Smith;4;Lou Criger;0,9877
Germany Smith;5;Orlando Cabrera;0,9867
Harry Smith;1;Keith Mitchell;1,0
Harry Smith;2;Jose Morales;1,0
Harry Smith;3;Hank Wyse;1,0
Harry Smith;4;Jorge Alfaro;1,0
Harry Smith;5;Henry McHenry;1,0
Hal Smith;1;Jim Bagby;0,9887
Hal Smith;2;Bill George;0,9819
Hal Smith;3;Willie Pope;0,9763
Hal Smith;4;Dusty Rhodes;0,9573
Hal Smith;5;Willy Aybar;0,9557
Hilton Smith;1;Austin Slater;0,9911
Hilton Smith;2;Aaron Miles;0,99
Hilton Smith;3;Candy Jim Taylor;0,9888
Hilton Smith;4;Mike Lum;0,9863
Hilton Smith;5;F. P. Santangelo;0,9862
Johnny Smith;1;Jim Willis;1,0
Johnny Smith;2;Luther Clifford;1,0
Johnny Smith;3;Gorkys Hernandez;1,0
Johnny Smith;4;John Bissant;1,0
Johnny Smith;5;Marvell Wynne;1,0
Lonnie Smith;1;Cleon Jones;0,9892
Lonnie Smith;2;Pie Traynor;0,9873
Lonnie Smith;3;Duffy Lewis;0,9845
Lonnie Smith;4;Torii Hunter;0,9842
Lonnie Smith;5;Jimmy Rollins;0,9841
Ozzie Smith;1;Crush Holloway;0,9896
Ozzie Smith;2;Joe Sewell;0,9887
Ozzie Smith;3;Luis Castillo;0,9848
Ozzie Smith;4;Morrie Rath;0,9847
Ozzie Smith;5;Arlie Latham;0,9832
Pavin Smith;1;Sam Fuld;0,9919
Pavin Smith;2;Jayson Nix;0,9892
Pavin Smith;3;John Cangelosi;0,9891
Pavin Smith;4;Doug Mirabelli;0,9839
Pavin Smith;5;Kelly Johnson;0,9837
Pete Smith;1;Lane Adams;1,0
Pete Smith;2;Bobby Morgan;1,0
Pete Smith;3;Chris Young;1,0
Pete Smith;4;Brent Morel;1,0
Pete Smith;5;Pat Moran;1,0
Reggie Smith;1;Lance Parrish;0,9954
Reggie Smith;2;Gabriel Moreno;0,9947
Reggie Smith;3;Troy O'Leary;0,9942
Reggie Smith;4;Greg Luzinski;0,9932
Reggie Smith;5;Teoscar Hernandez;0,9906
Seth Smith;1;Turner Ward;0,9916
Seth Smith;2;Brock Holt;0,9827
Seth Smith;3;Michael Taylor;0,9762
Seth Smith;4;Keon Broxton;0,9604
Seth Smith;5;Jose Santiago;0,9604
Sherry Smith;1;Gabe Kapler;0,9982
Sherry Smith;2;Jose Rijo;0,9916
Sherry Smith;3;Bobo Newsom;0,9914
Sherry Smith;4;Schoolboy Rowe;0,9907
Sherry Smith;5;Marvell Wynne;0,9904
Theolic Smith;1;Phil Tomney;0,9857
Theolic Smith;2;Dylan Carlson;0,9584
Theolic Smith;3;Dan Johnson;0,9581
Theolic Smith;4;Brent Mayne;0,9578
Theolic Smith;5;Bob Swift;0,9564
Will Smith;1;J. P. Crawford;0,996
Will Smith;2;Cody Bellinger;0,9941
Will Smith;3;Joe Gordon;0,9921
Will Smith;4;Pedro Guerrero;0,9915
Will Smith;5;Yogi Berra;0,9913
Zane Smith;1;Bobby Jones;1,0
Zane Smith;2;Don Newcombe;1,0
Zane Smith;3;Jorge Cantu;1,0
Zane Smith;4;Preacher Roe;1,0
Zane Smith;5;Ted Alexander;1,0
Justin Smoak;1;Ed Sauer;1,0
Justin Smoak;2;George Zeber;1,0
Justin Smoak;3;Bryce Johnson;1,0
Justin Smoak;4;Bob Johnson;1,0
Justin Smoak;5;Ben Johnson;1,0
John Smoltz;1;Sterling Hitchcock;0,999
John Smoltz;2;Dwight Gooden;0,999
John Smoltz;3;Rick Rhoden;0,9984
John Smoltz;4;Geoff Jenkins;0,9984
John Smoltz;5;Larry French;0,9984
Drew Smyly;1;Guillermo Mota;1,0
Drew Smyly;2;Bob Miller;1,0
Drew Smyly;3;Scott Erickson;1,0
Drew Smyly;4;Trevor Bauer;1,0
Drew Smyly;5;Brian Wilson;1,0
Duke Snider;1;Bob Elliott;0,997
Duke Snider;2;Eugenio Suarez;0,9941
Duke Snider;3;Lance Parrish;0,9938
Duke Snider;4;Rusty Staub;0,9937
Duke Snider;5;Alex Gonzalez;0,9934
Travis Snider;1;Andrew Susac;1,0
Travis Snider;2;Josh Willingham;1,0
Travis Snider;3;Art Wilson;0,9998
Travis Snider;4;Barry Foote;0,9995
Travis Snider;5;Joe Hatten;0,9993
Fred Snodgrass;1;Dode Paskert;0,9946
Fred Snodgrass;2;Mookie Wilson;0,9876
Fred Snodgrass;3;Cool Turner;0,9857
Fred Snodgrass;4;Harry Raymond;0,9835
Fred Snodgrass;5;Skeeter Webb;0,9822
Felton Snow;1;Chick Gandil;0,9901
Felton Snow;2;Willie Simms;0,9874
Felton Snow;3;Bucky Dent;0,9843
Felton Snow;4;Jack Rothrock;0,9788
Felton Snow;5;Joe Garagiola;0,9737
J. T. Snow;1;Charlie Grimm;0,9947
J. T. Snow;2;Yasiel Puig;0,9929
J. T. Snow;3;Ted Strong;0,9905
J. T. Snow;4;Dusty Baker;0,99
J. T. Snow;5;Monte Irvin;0,9899
Chris Snyder;1;Steve Yeager;0,9924
Chris Snyder;2;Fernando Tatis;0,9885
Chris Snyder;3;Giancarlo Stanton;0,9857
Chris Snyder;4;Johnny Mize;0,985
Chris Snyder;5;Paul Goldschmidt;0,9774
Frank Snyder;1;Tommy Tucker;0,9476
Frank Snyder;2;Gabby Hartnett;0,9467
Frank Snyder;3;Christian Arroyo;0,9462
Frank Snyder;4;Gordy Coleman;0,946
Frank Snyder;5;Billy Southworth;0,9392
Russ Snyder;1;Eudie Napier;0,9539
Russ Snyder;2;Leo Rivas;0,9328
Russ Snyder;3;Ed Walsh;0,9229
Russ Snyder;4;Hank Leiber;0,9136
Russ Snyder;5;Randy Velarde;0,9078
Eric Soderholm;1;Jim Willis;1,0
Eric Soderholm;2;Luther Clifford;1,0
Eric Soderholm;3;Gorkys Hernandez;1,0
Eric Soderholm;4;John Bissant;1,0
Eric Soderholm;5;Marvell Wynne;1,0
Eric Sogard;1;Tony Cruz;0,9761
Eric Sogard;2;Harry Spilman;0,9645
Eric Sogard;3;Sean Rodriguez;0,9603
Eric Sogard;4;Cliff Floyd;0,9544
Eric Sogard;5;Wilson Betemit;0,9496
Nick Sogard;1;Frank Secory;0,9947
Nick Sogard;2;Chick Fullis;0,9947
Nick Sogard;3;Chad Moeller;0,9947
Nick Sogard;4;Robert Poindexter;0,9947
Nick Sogard;5;Ramon Urias;0,9827
Luis Sojo;1;Skip Schumaker;0,96
Luis Sojo;2;Nish Williams;0,9244
Luis Sojo;3;Conor Jackson;0,9077
Luis Sojo;4;David Whatley;0,9063
Luis Sojo;5;Ryan Theriot;0,9
Donovan Solano;1;Jeff Salazar;0,9905
Donovan Solano;2;Whitey Ford;0,9904
Donovan Solano;3;Owen Miller;0,9895
Donovan Solano;4;Donell Nixon;0,9871
Donovan Solano;5;Jimmie Newberry;0,985
Jorge Soler;1;Chris Young;0,9881
Jorge Soler;2;Desmond Jennings;0,9879
Jorge Soler;3;Colby Rasmus;0,9774
Jorge Soler;4;Royce Lewis;0,9681
Jorge Soler;5;Brandon Moss;0,9608
Andy Sonnanstine;1;Will McEnaney;1,0
Andy Sonnanstine;2;Mark Thurmond;1,0
Andy Sonnanstine;3;Tom Morgan;1,0
Andy Sonnanstine;4;Tony Gonsolin;1,0
Andy Sonnanstine;5;Brian Holton;0,9998
Alfonso Soriano;1;Whitey Lockman;0,9925
Alfonso Soriano;2;Happy Felsch;0,9877
Alfonso Soriano;3;Casey Blake;0,987
Alfonso Soriano;4;Bucky Harris;0,9807
Alfonso Soriano;5;Dave Parker;0,9763
Mike Soroka;1;Odalis Perez;1,0
Mike Soroka;2;Albie Lopez;1,0
Mike Soroka;3;Firpo Marberry;1,0
Mike Soroka;4;Wilson Alvarez;1,0
Mike Soroka;5;Ted Lilly;1,0
Paul Sorrento;1;Gavin Lux;0,9369
Paul Sorrento;2;C. J. Cron;0,9145
Paul Sorrento;3;Hank O'Day;0,9099
Paul Sorrento;4;Red Faber;0,9058
Paul Sorrento;5;Rick Monday;0,8998
Edmundo Sosa;1;Orel Hershiser;0,9995
Edmundo Sosa;2;Mauricio Dubon;0,9976
Edmundo Sosa;3;Andy Benes;0,9966
Edmundo Sosa;4;David Wells;0,996
Edmundo Sosa;5;Darryl Kile;0,9948
Elias Sosa;1;Kyle Wright;1,0
Elias Sosa;2;Rawly Eastwick;1,0
Elias Sosa;3;Rudy May;1,0
Elias Sosa;4;Jeremy Jeffress;1,0
Elias Sosa;5;Mike Mussina;1,0
Jorge Sosa;1;George Mitchell;1,0
Jorge Sosa;2;Porter Moss;1,0
Jorge Sosa;3;Bob Kennedy;1,0
Jorge Sosa;4;Wallace Johnson;1,0
Jorge Sosa;5;Ted Shaw;1,0
Sammy Sosa;1;Gary Sheffield;0,9986
Sammy Sosa;2;Larry Doby;0,9975
Sammy Sosa;3;Dave Hollins;0,9967
Sammy Sosa;4;Willie Horton;0,9881
Sammy Sosa;5;Barry Bonds;0,9881
Geovany Soto;1;Rick Ankiel;0,9588
Geovany Soto;2;Oswaldo Cabrera;0,9443
Geovany Soto;3;Ryan McMahon;0,9209
Geovany Soto;4;Jason Castro;0,9165
Geovany Soto;5;Warren Newson;0,9113
Juan Soto;1;Manny Ramirez;0,9993
Juan Soto;2;Carlos Beltran;0,9985
Juan Soto;3;Corey Seager;0,9981
Juan Soto;4;Edgar Martinez;0,9968
Juan Soto;5;Kevin McReynolds;0,9959
Herb Souell;1;Sanford Jackson;0,9871
Herb Souell;2;Tim Foli;0,986
Herb Souell;3;Jim Gantner;0,9798
Herb Souell;4;Dave Thomas;0,9787
Herb Souell;5;Farmer Weaver;0,978
Billy Southworth;1;Lennie Pearson;0,9647
Billy Southworth;2;Yoenis Cespedes;0,9395
Billy Southworth;3;Frank Snyder;0,9392
Billy Southworth;4;Howie Kendrick;0,9349
Billy Southworth;5;Dave Hoskins;0,9283
Steven Souza;1;Carlos Zambrano;0,9988
Steven Souza;2;John Cangelosi;0,9967
Steven Souza;3;Jayson Nix;0,9966
Steven Souza;4;Matt Franco;0,9963
Steven Souza;5;Al Leiter;0,996
Warren Spahn;1;Tom Poquette;0,9412
Warren Spahn;2;Jack Fimple;0,9259
Warren Spahn;3;Paul Dean;0,924
Warren Spahn;4;Ryan Hanigan;0,9235
Warren Spahn;5;Harry Danning;0,9189
Denard Span;1;Hank Severeid;0,9907
Denard Span;2;Willie Jones;0,9704
Denard Span;3;Wally Roettger;0,9704
Denard Span;4;Rey Sanchez;0,9681
Denard Span;5;Frank McCormick;0,9675
Tris Speaker;1;Jimmy Brown;0,9974
Tris Speaker;2;Gregg Jefferies;0,9964
Tris Speaker;3;Ray Schalk;0,9955
Tris Speaker;4;George Moriarty;0,9954
Tris Speaker;5;Ivy Olson;0,992
Clyde Spearman;1;Bruce Campbell;0,9954
Clyde Spearman;2;Jesse Barfield;0,9919
Clyde Spearman;3;John Olerud;0,9916
Clyde Spearman;4;Mike Schmidt;0,9902
Clyde Spearman;5;Gary Pettis;0,99
Henry Spearman;1;Joe Boley;0,9943
Henry Spearman;2;Tommy Holmes;0,9853
Henry Spearman;3;Hal Janvrin;0,9763
Henry Spearman;4;Sparky Adams;0,9588
Henry Spearman;5;Adam Everett;0,9475
Chris Speier;1;George Gore;0,9885
Chris Speier;2;Rickey Henderson;0,9872
Chris Speier;3;Greg Olson;0,9857
Chris Speier;4;Joe Judge;0,9813
Chris Speier;5;Al Smith;0,9795
Jim Spencer;1;Robbie Grossman;0,9979
Jim Spencer;2;Owen Miller;0,9972
Jim Spencer;3;Jeff Salazar;0,9971
Jim Spencer;4;Donell Nixon;0,9957
Jim Spencer;5;Jimmie Newberry;0,9936
Roy Spencer;1;Lane Adams;1,0
Roy Spencer;2;Bobby Morgan;1,0
Roy Spencer;3;Chris Young;1,0
Roy Spencer;4;Brent Morel;1,0
Roy Spencer;5;Pat Moran;1,0
Shane Spencer;1;Jim Dwyer;0,9733
Shane Spencer;2;Chuck Carr;0,97
Shane Spencer;3;Don Mincher;0,9629
Shane Spencer;4;Eric Thames;0,959
Shane Spencer;5;Chuck Essegian;0,9529
Bill Spiers;1;Manuel Lee;0,9857
Bill Spiers;2;Charlie Hayes;0,9575
Bill Spiers;3;Stuffy McInnis;0,9484
Bill Spiers;4;Jason Kendall;0,9457
Bill Spiers;5;Jose Iglesias;0,9347
Ed Spiezio;1;Bruce Bochy;1,0
Ed Spiezio;2;Angel Berroa;1,0
Ed Spiezio;3;Gene Thompson;1,0
Ed Spiezio;4;Joe Brown;1,0
Ed Spiezio;5;Dolf Luque;1,0
Scott Spiezio;1;Jim Eisenreich;0,9718
Scott Spiezio;2;Lucas Duda;0,9703
Scott Spiezio;3;Benito Santiago;0,9685
Scott Spiezio;4;Tom Brunansky;0,9669
Scott Spiezio;5;Rap Dixon;0,9659
Ryan Spilborghs;1;Tyler White;0,9835
Ryan Spilborghs;2;Max Kepler;0,9833
Ryan Spilborghs;3;Mike LaValliere;0,9811
Ryan Spilborghs;4;C. J. Cron;0,9763
Ryan Spilborghs;5;Dylan Carlson;0,9587
Harry Spilman;1;Robb Quinlan;0,9936
Harry Spilman;2;Eric Sogard;0,9645
Harry Spilman;3;Eduardo Nunez;0,9572
Harry Spilman;4;Jesse Haines;0,9454
Harry Spilman;5;David Ross;0,9418
Junior Spivey;1;Country Brown;1,0
Junior Spivey;2;Jose Tartabull;1,0
Junior Spivey;3;Bob Hazle;1,0
Junior Spivey;4;Ed Finney;0,9935
Junior Spivey;5;Kelly Stinnett;0,9902
Ed Sprague;1;Mark Lewis;0,958
Ed Sprague;2;Jordan Luplow;0,9374
Ed Sprague;3;Elrod Hendricks;0,9125
Ed Sprague;4;Turner Ward;0,9104
Ed Sprague;5;Mark DeRosa;0,8949
George Springer;1;Jose Altuve;0,9988
George Springer;2;Mike Piazza;0,9983
George Springer;3;Brady Anderson;0,9981
George Springer;4;Johnny Bench;0,9932
George Springer;5;Ken Griffey;0,9931
Mike Squires;1;Bob Feller;1,0
Mike Squires;2;Alex Ferguson;1,0
Mike Squires;3;Tom Shopay;1,0
Mike Squires;4;Sylvester Foreman;1,0
Mike Squires;5;Alex Dickerson;1,0
Bill Stafford;1;Willie Jefferson;1,0
Bill Stafford;2;Pat Crawford;1,0
Bill Stafford;3;Jose Morales;1,0
Bill Stafford;4;Jim Price;1,0
Bill Stafford;5;Erik Gonzalez;1,0
Chick Stahl;1;Jimmy Wilkes;0,9948
Chick Stahl;2;Chance Cummings;0,9947
Chick Stahl;3;Walker Cooper;0,9925
Chick Stahl;4;Jack Rowe;0,9881
Chick Stahl;5;Bill Russell;0,9881
Jake Stahl;1;Charlie Hamburg;0,9952
Jake Stahl;2;Charlie Comiskey;0,9857
Jake Stahl;3;Charles Zimmer;0,983
Jake Stahl;4;Buck Herzog;0,9807
Jake Stahl;5;Mariano Duncan;0,9803
Larry Stahl;1;Shelley Duncan;1,0
Larry Stahl;2;Larry Sherry;1,0
Larry Stahl;3;Pancho Coimbre;1,0
Larry Stahl;4;Heberto Blanco;1,0
Larry Stahl;5;Darrell Johnson;1,0
Tuck Stainback;1;Clint Barmes;0,9867
Tuck Stainback;2;Cavan Biggio;0,9852
Tuck Stainback;3;Barbaro Garbey;0,9799
Tuck Stainback;4;Johnny Markham;0,977
Tuck Stainback;5;Lloyd Davenport;0,977
Matt Stairs;1;Paul Byrd;0,9807
Matt Stairs;2;Francisco Liriano;0,9797
Matt Stairs;3;Corey Kluber;0,9797
Matt Stairs;4;Mike Montgomery;0,9787
Matt Stairs;5;Ryan Dempster;0,9787
Gerry Staley;1;Alphonse Dunn;1,0
Gerry Staley;2;Eric Anthony;1,0
Gerry Staley;3;Carmen Hill;1,0
Gerry Staley;4;Bert Hunter;1,0
Gerry Staley;5;Jim Hamilton;1,0
Harry Staley;1;Bob Feller;1,0
Harry Staley;2;Alex Ferguson;1,0
Harry Staley;3;Tom Shopay;1,0
Harry Staley;4;Sylvester Foreman;1,0
Harry Staley;5;Mike Squires;1,0
Jacob Stallings;1;Willie Jefferson;1,0
Jacob Stallings;2;Pat Crawford;1,0
Jacob Stallings;3;Jose Morales;1,0
Jacob Stallings;4;Jim Price;1,0
Jacob Stallings;5;Erik Gonzalez;1,0
Oscar Stanage;1;Paul Dean;0,9913
Oscar Stanage;2;Barney Morris;0,9856
Oscar Stanage;3;Tyler Stephenson;0,985
Oscar Stanage;4;Jimmy Wasdell;0,955
Oscar Stanage;5;Bubba Trammell;0,9105
Eddie Stanky;1;Ted Williams;0,9938
Eddie Stanky;2;Bobby Thomson;0,9933
Eddie Stanky;3;Quilvio Veras;0,9917
Eddie Stanky;4;Kevin Stocker;0,9915
Eddie Stanky;5;Barney McCosky;0,9869
Bob Stanley;1;Greg Allen;1,0
Bob Stanley;2;Kevin McGlinchy;1,0
Bob Stanley;3;Roger McDowell;1,0
Bob Stanley;4;A. J. Burnett;1,0
Bob Stanley;5;Matt Harrison;1,0
Fred Stanley;1;Josh Lowe;0,988
Fred Stanley;2;Nick Altrock;0,988
Fred Stanley;3;Clarence Isreal;0,988
Fred Stanley;4;Denny Galehouse;0,9741
Fred Stanley;5;Luis Tiant;0,9719
Mickey Stanley;1;Quincy Trouppe;0,9964
Mickey Stanley;2;Willy Taveras;0,9795
Mickey Stanley;3;Ed Hahn;0,9634
Mickey Stanley;4;Lou Dials;0,9564
Mickey Stanley;5;Joe Evans;0,9518
Mike Stanley;1;Cal Ripken;0,962
Mike Stanley;2;Clarence Palm;0,9544
Mike Stanley;3;Wild Bill Wright;0,9542
Mike Stanley;4;Coco Crisp;0,95
Mike Stanley;5;Wally Schang;0,9481
Neck Stanley;1;Matt Murton;1,0
Neck Stanley;2;Red Munger;1,0
Neck Stanley;3;Gaylord Perry;1,0
Neck Stanley;4;Bozo Jackson;1,0
Neck Stanley;5;Jim Konstanty;1,0
Mike Stanton;1;Jasson Domínguez;0,9997
Mike Stanton;2;Jason Michaels;0,9994
Mike Stanton;3;Dontrelle Willis;0,9976
Mike Stanton;4;Kim Batiste;0,9974
Mike Stanton;5;Steve Torrealba;0,9973
Giancarlo Stanton;1;Troy O'Leary;0,9908
Giancarlo Stanton;2;Johnny Estrada;0,99
Giancarlo Stanton;3;Nelson Cruz;0,989
Giancarlo Stanton;4;Jay Bruce;0,9887
Giancarlo Stanton;5;Joc Pederson;0,9865
Dave Stapleton;1;Jimmy Moore;0,9943
Dave Stapleton;2;Josh Barfield;0,988
Dave Stapleton;3;Wayne Kirby;0,9859
Dave Stapleton;4;Dick Schofield;0,9832
Dave Stapleton;5;Luis Tiant;0,9825
Willie Stargell;1;Francisco Lindor;0,9977
Willie Stargell;2;Jimmie Foxx;0,9964
Willie Stargell;3;Mel Ott;0,9961
Willie Stargell;4;Luis Gonzalez;0,9958
Willie Stargell;5;Alejandro Kirk;0,9953
Joe Start;1;Al Zarilla;1,0
Joe Start;2;Pat Murphy;1,0
Joe Start;3;Albert Davis;1,0
Joe Start;4;Dallas McPherson;0,9944
Joe Start;5;Bob Smith;0,9944
Rusty Staub;1;Carlos Delgado;0,9966
Rusty Staub;2;Bob Elliott;0,9966
