Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Harvey Haddix;4;Trevor Bauer;0,9329
Harvey Haddix;5;Charlie Hargreaves;0,9304
Harvey Hendrick;1;Ronald Acuña;0,8919
Harvey Hendrick;2;Jack Dunn;0,8793
Harvey Hendrick;3;Derek Lilliquist;0,8721
Harvey Hendrick;4;Dwayne Henry;0,843
Harvey Hendrick;5;Danny Jansen;0,8357
Harvey Kuenn;1;Ed Andrews;0,8865
Harvey Kuenn;2;Len Gabrielson;0,8563
Harvey Kuenn;3;Steve Sundra;0,8477
Harvey Kuenn;4;Jeff Frye;0,8333
Harvey Kuenn;5;Barry Jones;0,812
Hawk Taylor;1;Neal Heaton;0,9432
Hawk Taylor;2;Lary Sorensen;0,9372
Hawk Taylor;3;Bob Dernier;0,9286
Hawk Taylor;4;Shawn Camp;0,9048
Hawk Taylor;5;Phil Maton;0,9019
Heath Bell;1;Grant Balfour;1,0
Heath Bell;2;Jouett Meekin;0,9961
Heath Bell;3;Tanyon Sturtze;0,9938
Heath Bell;4;Robbie Ray;0,9924
Heath Bell;5;Merv Shea;0,9923
Heath Hembree;1;Roger Moret;0,9994
Heath Hembree;2;Randall Delgado;0,9957
Heath Hembree;3;Harry Eisenstat;0,9937
Heath Hembree;4;Chris Devenski;0,9922
Heath Hembree;5;Corey Knebel;0,9919
Heathcliff Slocumb;1;Albie Lopez;0,932
Heathcliff Slocumb;2;Jim Ray;0,9294
Heathcliff Slocumb;3;Troy Percival;0,9192
Heathcliff Slocumb;4;Mike Simms;0,9024
Heathcliff Slocumb;5;Fritz Buelow;0,902
Heavy Johnson;1;Steve Henderson;0,9522
Heavy Johnson;2;Manuel Margot;0,9509
Heavy Johnson;3;Carlos Garcia;0,948
Heavy Johnson;4;Jim Willis;0,9465
Heavy Johnson;5;Dan Pasqua;0,9458
Hector Carrasco;1;J. R. Murphy;0,8477
Hector Carrasco;2;Phil Coke;0,8388
Hector Carrasco;3;David Wright;0,8382
Hector Carrasco;4;Bernie Carbo;0,8225
Hector Carrasco;5;Mitch Williams;0,8063
Hector Cruz;1;George Moriarty;0,9547
Hector Cruz;2;Ned Garver;0,9451
Hector Cruz;3;Boog Powell;0,9403
Hector Cruz;4;Bobby Higginson;0,9347
Hector Cruz;5;Billy Werber;0,934
Hector Lopez;1;Les Bell;0,9121
Hector Lopez;2;Paul Dean;0,9047
Hector Lopez;3;Kaiser Wilhelm;0,8742
Hector Lopez;4;Lou Collier;0,8462
Hector Lopez;5;Jimmy Barrett;0,8371
Hector Neris;1;Duke Snider;0,906
Hector Neris;2;Cliff Politte;0,9003
Hector Neris;3;Charlie Grant;0,8811
Hector Neris;4;Carlos Marmol;0,8777
Hector Neris;5;Frank Gibson;0,8733
Hector Santiago;1;David Hernandez;0,9756
Hector Santiago;2;Wayne Kirby;0,9509
Hector Santiago;3;Gene Garber;0,9293
Hector Santiago;4;Ryan Ludwick;0,9118
Hector Santiago;5;Ramon Santiago;0,8987
Hector Torres;1;Bill Walker;0,9512
Hector Torres;2;George Wood;0,9179
Hector Torres;3;Jimmy Callahan;0,9035
Hector Torres;4;Jorge Fabregas;0,8774
Hector Torres;5;Gio Urshela;0,8648
Heinie Groh;1;Brad Komminsk;0,9735
Heinie Groh;2;Cal Abrams;0,9683
Heinie Groh;3;Gene Michael;0,9647
Heinie Groh;4;Robert Person;0,958
Heinie Groh;5;Jimmy Hill;0,9548
Heinie Manush;1;Bill Hinchman;0,9373
Heinie Manush;2;Steven Souza;0,9197
Heinie Manush;3;Fritz Dorish;0,9192
Heinie Manush;4;Tommy Henrich;0,9121
Heinie Manush;5;John Reilly;0,9107
Heinie Mueller;1;Jay Gibbons;0,9132
Heinie Mueller;2;Kiko Garcia;0,8938
Heinie Mueller;3;Stan Spence;0,8938
Heinie Mueller;4;Bill Freehan;0,8768
Heinie Mueller;5;Phil Garner;0,821
Heinie Peitz;1;Connie Rector;0,9614
Heinie Peitz;2;Johnny Bench;0,9515
Heinie Peitz;3;Mike Epstein;0,919
Heinie Peitz;4;Hank DeBerry;0,8994
Heinie Peitz;5;Davey Lopes;0,898
Heinie Wagner;1;Mark Carreon;0,9735
Heinie Wagner;2;Hal Naragon;0,9593
Heinie Wagner;3;Frank Isbell;0,9539
Heinie Wagner;4;Roy Smith;0,9493
Heinie Wagner;5;Rich Becker;0,9412
Heinie Zimmerman;1;Jim Gosger;0,9516
Heinie Zimmerman;2;Travis Wood;0,9506
Heinie Zimmerman;3;Snuffy Stirnweiss;0,9435
Heinie Zimmerman;4;Raymond Taylor;0,9421
Heinie Zimmerman;5;Austin Hays;0,9397
Henry Blanco;1;Glen Hobbie;0,9197
Henry Blanco;2;Yuniesky Betancourt;0,9167
Henry Blanco;3;Marvin Benard;0,9035
Henry Blanco;4;Travis Shaw;0,8957
Henry Blanco;5;Mike Epstein;0,8797
Henry Cotto;1;Jim Busby;0,9754
Henry Cotto;2;Jerry McNertney;0,9199
Henry Cotto;3;Putsy Caballero;0,9123
Henry Cotto;4;Rafael Ramirez;0,8795
Henry Cotto;5;Benny Ayala;0,8605
Henry Kimbro;1;Ted Alexander;0,9546
Henry Kimbro;2;Ken Silvestri;0,8784
Henry Kimbro;3;Nate Jones;0,8741
Henry Kimbro;4;Eddie Pellagrini;0,8649
Henry Kimbro;5;Bob Aspromonte;0,8629
Henry Larkin;1;Cozy Dolan;0,9666
Henry Larkin;2;Bill Wambsganss;0,9618
Henry Larkin;3;Jack Burdock;0,9521
Henry Larkin;4;Buck Herzog;0,9509
Henry Larkin;5;Tex Clevenger;0,9473
Henry McHenry;1;Paul Bako;0,9236
Henry McHenry;2;Andres Torres;0,9152
Henry McHenry;3;Gerardo Parra;0,8826
Henry McHenry;4;Pete Whisenant;0,8631
Henry McHenry;5;Lloyd Moseby;0,8602
Henry Merchant;1;Rodney Scott;0,9635
Henry Merchant;2;Larry Stahl;0,954
Henry Merchant;3;Jarrod Dyson;0,9517
Henry Merchant;4;Otis Nixon;0,9455
Henry Merchant;5;George Zuverink;0,9393
Henry Miller;1;Martín Dihigo;0,9847
Henry Miller;2;Gerald Young;0,9831
Henry Miller;3;Leniel Hooker;0,983
Henry Miller;4;Larry Casian;0,983
Henry Miller;5;Brian Dorsett;0,9829
Henry Rodriguez;1;Joe Strong;0,9904
Henry Rodriguez;2;Todd Frohwirth;0,9886
Henry Rodriguez;3;Jonathan Loaisiga;0,9852
Henry Rodriguez;4;Drew Storen;0,9852
Henry Rodriguez;5;Justin Duchscherer;0,9852
Henry Spearman;1;Johnny Blanchard;0,9452
Henry Spearman;2;Al Newman;0,9123
Henry Spearman;3;Fran Healy;0,9108
Henry Spearman;4;Rick Cerone;0,9068
Henry Spearman;5;Roy Cullenbine;0,902
Henry Williams;1;Mark Johnson;0,9853
Henry Williams;2;Jelly Taylor;0,9716
Henry Williams;3;Trevor Rosenthal;0,9688
Henry Williams;4;Trevor Richards;0,9639
Henry Williams;5;Pedro Alvarez;0,9615
Herb Barnhill;1;Jim Hannan;0,9751
Herb Barnhill;2;Tim Hill;0,9339
Herb Barnhill;3;Harry Smith;0,9282
Herb Barnhill;4;Eddie Kasko;0,924
Herb Barnhill;5;Manny Sanguillen;0,9205
Herb Pennock;1;Amaury Telemaco;0,907
Herb Pennock;2;Sol White;0,8761
Herb Pennock;3;Hector Santiago;0,873
Herb Pennock;4;Albie Pearson;0,8509
Herb Pennock;5;David Hernandez;0,8423
Herb Score;1;Chris Davis;0,9625
Herb Score;2;Brandon Phillips;0,952
Herb Score;3;Peter Moylan;0,9429
Herb Score;4;Jamie Easterly;0,9425
Herb Score;5;Bud Podbielan;0,9403
Herb Souell;1;Rene Gonzales;0,8362
Herb Souell;2;Scott Fletcher;0,8288
Herb Souell;3;Tom York;0,8001
Herb Souell;4;Bob Stanley;0,7957
Herb Souell;5;Homer Summa;0,7925
Herbert Perry;1;Alex Carrasquel;0,8881
Herbert Perry;2;Clay Kirby;0,8856
Herbert Perry;3;Sandy Consuegra;0,8855
Herbert Perry;4;Jim Tobin;0,8622
Herbert Perry;5;Joe Cunningham;0,8457
Herm Wehmeier;1;Wilson Ramos;0,8821
Herm Wehmeier;2;Buster Posey;0,8751
Herm Wehmeier;3;Lou Louden;0,871
Herm Wehmeier;4;Carson Kelly;0,8671
Herm Wehmeier;5;Dick Dietz;0,8631
Herm Winningham;1;Danny Green;0,9328
Herm Winningham;2;Richard Dotson;0,8977
Herm Winningham;3;Scott Leius;0,8964
Herm Winningham;4;Ichiro Suzuki;0,8941
Herm Winningham;5;Don Money;0,8847
Herman Bell;1;Ed Farmer;0,9702
Herman Bell;2;Shelby Miller;0,9456
Herman Bell;3;Gerald Perry;0,9428
Herman Bell;4;Ken Ryan;0,9421
Herman Bell;5;Daisuke Matsuzaka;0,9402
Herman Long;1;Jimmy Bloodworth;0,932
Herman Long;2;Ray Dandridge;0,9261
Herman Long;3;Gene Oliver;0,9233
Herman Long;4;Luis Avilan;0,9217
Herman Long;5;Mike Squires;0,9121
Hernan Perez;1;Mark Koenig;0,8829
Hernan Perez;2;Larry Cox;0,8654
Hernan Perez;3;Steve Trout;0,859
Hernan Perez;4;Mark McLemore;0,8316
Hernan Perez;5;Tim Laudner;0,8239
Hi Myers;1;Johnny Wyrostek;0,9663
Hi Myers;2;Welington Castillo;0,9657
Hi Myers;3;Chris Widger;0,9655
Hi Myers;4;Marty Perez;0,964
Hi Myers;5;Scott Bradley;0,9623
Hick Carpenter;1;Curt Walker;0,9576
Hick Carpenter;2;Art Wilson;0,9427
Hick Carpenter;3;Jack Farrell;0,933
Hick Carpenter;4;Dave Clark;0,9182
Hick Carpenter;5;Hal Wagner;0,9138
Hideki Matsui;1;Johnny Lipon;0,9408
Hideki Matsui;2;Jeff Huson;0,8727
Hideki Matsui;3;Gerardo Parra;0,8579
Hideki Matsui;4;Bobby Doerr;0,8553
Hideki Matsui;5;Pat Corrales;0,8548
Hideo Nomo;1;Carlos Estevez;0,9708
Hideo Nomo;2;Neftali Feliz;0,9393
Hideo Nomo;3;Mel Rojas;0,9137
Hideo Nomo;4;Oscar Judd;0,9117
Hideo Nomo;5;John Richmond;0,9098
Hilton Smith;1;Brian Daubach;0,9131
Hilton Smith;2;Scott Eyre;0,8915
Hilton Smith;3;Scott Livingstone;0,8815
Hilton Smith;4;Dick Bosman;0,8798
Hilton Smith;5;Andy Hansen;0,8745
Hipolito Pichardo;1;Rafael Soriano;0,9916
Hipolito Pichardo;2;Jack Tobin;0,9713
Hipolito Pichardo;3;Christian Walker;0,9467
Hipolito Pichardo;4;Felix Evans;0,9457
Hipolito Pichardo;5;Matt Sinatro;0,9439
Hippo Vaughn;1;Mike Andrews;0,9254
Hippo Vaughn;2;Lee Walls;0,909
Hippo Vaughn;3;Mike Clevinger;0,8582
Hippo Vaughn;4;Zack Wheeler;0,8556
Hippo Vaughn;5;Philip Gosselin;0,851
Hiram Bocachica;1;Tony Womack;0,9876
Hiram Bocachica;2;Johnny Antonelli;0,9628
Hiram Bocachica;3;Carlos Torres;0,9581
Hiram Bocachica;4;Tony Muser;0,9568
Hiram Bocachica;5;Johnny Hodapp;0,9556
Hobe Ferris;1;John Irwin;0,9709
Hobe Ferris;2;Charley Bassett;0,9593
Hobe Ferris;3;Edgar Wesley;0,9523
Hobe Ferris;4;Victor Caratini;0,9423
Hobe Ferris;5;Vicente Rodríguez;0,9351
Hobie Landrith;1;Fred Carroll;0,9286
Hobie Landrith;2;Yorkis Perez;0,9065
Hobie Landrith;3;Carlos Sanchez;0,8908
Hobie Landrith;4;Omar Quintanilla;0,8512
Hobie Landrith;5;Calvin Schiraldi;0,8418
Hoby Milner;1;Jim Mecir;1,0
Hoby Milner;2;Dave Eiland;1,0
Hoby Milner;3;Rafael Betancourt;1,0
Hoby Milner;4;Chris Hatcher;1,0
Hoby Milner;5;Tanyon Sturtze;1,0
Hollis Thurston;1;Jose Contreras;0,9487
Hollis Thurston;2;Adam LaRoche;0,9013
Hollis Thurston;3;Raisel Iglesias;0,8894
Hollis Thurston;4;Allen Watson;0,8607
Hollis Thurston;5;Juan Lagares;0,8535
Home Run Baker;1;Walker Cooper;0,8629
Home Run Baker;2;Billy Bryan;0,8594
Home Run Baker;3;Bobby Abreu;0,8536
Home Run Baker;4;Rey Sanchez;0,848
Home Run Baker;5;Daniel Descalso;0,8433
Homer Bailey;1;Chuck Crim;0,9636
Homer Bailey;2;Stu Martin;0,9629
Homer Bailey;3;Pepper Daniels;0,9584
Homer Bailey;4;Jorge Velandia;0,9513
Homer Bailey;5;Gene Baker;0,9468
Homer Summa;1;Gil Hatfield;0,8594
Homer Summa;2;Desi Relaford;0,8179
Homer Summa;3;Joe Gibbon;0,8129
Homer Summa;4;Willie Wells;0,8053
Homer Summa;5;Bernard Gilkey;0,8036
Honus Wagner;1;Blainey Hall;0,9731
Honus Wagner;2;Max Butcher;0,9316
Honus Wagner;3;Gordon Rhodes;0,8718
Honus Wagner;4;Tito Landrum;0,8589
Honus Wagner;5;Jacque Jones;0,8346
Hooks Dauss;1;Pearl Webster;0,9485
Hooks Dauss;2;Roy Cullenbine;0,9373
Hooks Dauss;3;Joey Amalfitano;0,926
Hooks Dauss;4;Don Carrithers;0,9228
Hooks Dauss;5;Trevor Wilson;0,9118
Hooks Wiltse;1;Pat Meares;0,9299
Hooks Wiltse;2;Luis Rivas;0,9269
Hooks Wiltse;3;Chris Turner;0,9247
Hooks Wiltse;4;Ron Brand;0,916
Hooks Wiltse;5;Jim McDonald;0,9141
Hoot Evers;1;Tex Carleton;0,9056
Hoot Evers;2;Zack Wheat;0,903
Hoot Evers;3;Jakob Junis;0,8765
Hoot Evers;4;Don Stanhouse;0,8611
Hoot Evers;5;Paul Hines;0,8594
Horace Clarke;1;Nippy Jones;0,9744
Horace Clarke;2;Joe Hornung;0,9723
Horace Clarke;3;Cesar Hernandez;0,9701
Horace Clarke;4;Alfonso Soriano;0,969
Horace Clarke;5;Sherry Magee;0,968
Horace Ford;1;Lee Thomas;0,9129
Horace Ford;2;Dick Brown;0,8848
Horace Ford;3;Mike Schmidt;0,8588
Horace Ford;4;Bill Sweeney;0,8573
Horace Ford;5;Jim Landis;0,8565
Horace Lisenbee;1;Tommy Thevenow;0,9233
Horace Lisenbee;2;Juan Nicasio;0,9131
Horace Lisenbee;3;Ruben Jones;0,9013
Horace Lisenbee;4;Doug McWeeny;0,894
Horace Lisenbee;5;Darryl Strawberry;0,8939
Horacio Pina;1;Ryan Franklin;0,9871
Horacio Pina;2;Red Lucas;0,9767
Horacio Pina;3;Rich Monteleone;0,9463
Horacio Pina;4;Carlos Quentin;0,9425
Horacio Pina;5;Bill Gullickson;0,9204
Horacio Ramirez;1;Whitey Lockman;0,9833
Horacio Ramirez;2;Otis Nixon;0,9777
Horacio Ramirez;3;Don Zimmer;0,9652
Horacio Ramirez;4;George Zuverink;0,9581
Horacio Ramirez;5;Monte Cross;0,9483
Hoss Walker;1;Terry Humphrey;0,8874
Hoss Walker;2;Lloyd Moseby;0,8568
Hoss Walker;3;Juan Padrón;0,8275
Hoss Walker;4;Henry McHenry;0,8118
Hoss Walker;5;Ramon Laureano;0,8009
Howard Ehmke;1;Eric Haase;0,9624
Howard Ehmke;2;Garrett Atkins;0,9608
Howard Ehmke;3;Cal Abrams;0,9526
Howard Ehmke;4;Nate Robertson;0,9453
Howard Ehmke;5;Patsy Flaherty;0,9418
Howard Johnson;1;Bill James;0,9585
Howard Johnson;2;Wesley Wright;0,9382
Howard Johnson;3;Tim Spehr;0,9217
Howard Johnson;4;Turner Barber;0,9178
Howard Johnson;5;Braggo Roth;0,9176
Howie Camnitz;1;Todd Greene;0,9195
Howie Camnitz;2;Chubby Dean;0,884
Howie Camnitz;3;Joe Glenn;0,8837
Howie Camnitz;4;Jon Berti;0,8812
Howie Camnitz;5;Kyle Higashioka;0,8705
Howie Fox;1;Kyle Davies;0,949
Howie Fox;2;Mike LaValliere;0,9329
Howie Fox;3;Cliff Johnson;0,9193
Howie Fox;4;Gene Freese;0,9095
Howie Fox;5;Pete Castiglione;0,9091
Howie Kendrick;1;Walker Buehler;0,9719
Howie Kendrick;2;Tiny Bonham;0,9512
Howie Kendrick;3;D'Angelo Jimenez;0,9034
Howie Kendrick;4;Brian Daubach;0,8526
Howie Kendrick;5;Joe Spencer;0,8273
Howie Pollet;1;Chris Jones;0,9348
Howie Pollet;2;Wallace Johnson;0,9282
Howie Pollet;3;Jolbert Cabrera;0,9243
Howie Pollet;4;Jeff DaVanon;0,8892
Howie Pollet;5;Steve Dillard;0,8598
Howie Reed;1;Ray Moore;0,9881
Howie Reed;2;Hal Carlson;0,9862
Howie Reed;3;Bip Roberts;0,9804
Howie Reed;4;Sherry Robertson;0,9791
Howie Reed;5;Chuck McElroy;0,9786
Howie Shanks;1;Hanser Alberto;0,9158
Howie Shanks;2;Pat Putnam;0,903
Howie Shanks;3;Rich Reese;0,8755
Howie Shanks;4;Leroy Stanton;0,874
Howie Shanks;5;Ranger Suarez;0,8646
Hoyt Wilhelm;1;Bill Sweeney;0,9286
Hoyt Wilhelm;2;Travis Jankowski;0,89
Hoyt Wilhelm;3;Taylor Rogers;0,8895
Hoyt Wilhelm;4;Rhys Hoskins;0,8847
Hoyt Wilhelm;5;Joe Lis;0,8805
Hubie Brooks;1;Derek Dietrich;0,9447
Hubie Brooks;2;Lou Collier;0,9273
Hubie Brooks;3;Pete Vuckovich;0,9212
Hubie Brooks;4;Marv Grissom;0,8985
Hubie Brooks;5;Miguel Sano;0,8906
Huck Betts;1;Blix Donnelly;0,9429
Huck Betts;2;Jeff Robinson;0,8946
Huck Betts;3;Matt Clement;0,866
Huck Betts;4;Johnny Washington;0,8607
Huck Betts;5;Brad Hawpe;0,8543
Hugh Casey;1;Phil Bradley;0,9532
Hugh Casey;2;Cam Carreon;0,9507
Hugh Casey;3;Brandon Morrow;0,9447
Hugh Casey;4;Steve Crawford;0,9419
Hugh Casey;5;Emilio Pagan;0,93
Hugh Duffy;1;Art Shamsky;0,9672
Hugh Duffy;2;George Earnshaw;0,9454
Hugh Duffy;3;Aubrey Huff;0,9362
Hugh Duffy;4;Jelly Jackson;0,9309
Hugh Duffy;5;Bob Harmon;0,9142
Hugh McQuillan;1;Miguel Sano;0,9016
Hugh McQuillan;2;Gene Packard;0,8993
Hugh McQuillan;3;Jeff Manto;0,8945
Hugh McQuillan;4;Dicta Johnson;0,8937
Hugh McQuillan;5;Pearl Webster;0,8883
Hugh Mulcahy;1;Jorge Cantu;0,9584
Hugh Mulcahy;2;Jose Bautista;0,9391
Hugh Mulcahy;3;Ender Inciarte;0,9168
Hugh Mulcahy;4;Buddy Rosar;0,9122
Hugh Mulcahy;5;Roy Welmaker;0,9118
Hugh Nicol;1;Johnny Damon;0,8997
Hugh Nicol;2;Red Kress;0,8972
Hugh Nicol;3;Chase Anderson;0,8771
Hugh Nicol;4;Bill Merritt;0,8728
Hugh Nicol;5;Craig Monroe;0,8719
Hughie Critz;1;Tom Brewer;0,9146
Hughie Critz;2;Joe Gordon;0,9042
Hughie Critz;3;Bill Carrigan;0,8966
Hughie Critz;4;Babe Pinelli;0,8883
Hughie Critz;5;Mike Guerra;0,8873
Hughie Jennings;1;Joaquin Benoit;0,9485
Hughie Jennings;2;Mike Garcia;0,9333
Hughie Jennings;3;Jimmie Lyons;0,9327
Hughie Jennings;4;Sean Newcomb;0,9296
Hughie Jennings;5;Bobby Adams;0,9236
Humberto Quintero;1;Blainey Hall;0,908
Humberto Quintero;2;Larry Benton;0,8533
Humberto Quintero;3;Mike Sadek;0,8504
Humberto Quintero;4;Fred Brickell;0,8282
Humberto Quintero;5;Max Butcher;0,8225
Hunter Pence;1;Bill Force;0,9032
Hunter Pence;2;Rudy Kemmler;0,8263
Hunter Pence;3;Harry Bemis;0,8224
Hunter Pence;4;Bubba Phillips;0,8187
Hunter Pence;5;George Weidman;0,8012
Hunter Renfroe;1;Kameron Loe;0,9708
Hunter Renfroe;2;Garrett Hampson;0,9673
Hunter Renfroe;3;Steve Gromek;0,9613
Hunter Renfroe;4;Leon Roberts;0,9605
Hunter Renfroe;5;Bucky Harris;0,9597
Hurley McNair;1;Ted Martinez;0,9653
Hurley McNair;2;Chico Fernandez;0,9326
Hurley McNair;3;Sam Fuld;0,9233
Hurley McNair;4;Joaquin Arias;0,8976
Hurley McNair;5;Eddie Milner;0,8805
Huston Street;1;Charlie Puleo;0,9284
Huston Street;2;Jerry Reed;0,9278
Huston Street;3;Byron Buxton;0,9203
Huston Street;4;Joey Amalfitano;0,9187
Huston Street;5;Ken Henderson;0,9027
Hyun Jin Ryu;1;Daisuke Matsuzaka;0,9807
Hyun Jin Ryu;2;Ken Ryan;0,9738
Hyun Jin Ryu;3;John Briggs;0,9697
Hyun Jin Ryu;4;Anthony DeSclafani;0,9627
Hyun Jin Ryu;5;Kerry Ligtenberg;0,9617
Ian Desmond;1;George Hemming;0,959
Ian Desmond;2;Dave McKay;0,9402
Ian Desmond;3;Cap Anson;0,917
Ian Desmond;4;Frank Scheibeck;0,9161
Ian Desmond;5;Art Devlin;0,9142
Ian Happ;1;Bill Cissell;0,95
Ian Happ;2;Bud Stewart;0,9464
Ian Happ;3;Marwin Gonzalez;0,9396
Ian Happ;4;Mo Vaughn;0,9247
Ian Happ;5;Jason Giambi;0,9092
Ian Kennedy;1;Bill Caudill;0,9934
Ian Kennedy;2;Max Manning;0,9875
Ian Kennedy;3;Brandon Duckworth;0,9763
Ian Kennedy;4;Scott Aldred;0,9735
Ian Kennedy;5;Brian Boehringer;0,9735
Ian Kinsler;1;Don Hoak;0,9015
Ian Kinsler;2;Kevin Stocker;0,8876
Ian Kinsler;3;Moe Berg;0,8514
Ian Kinsler;4;Carlos Silva;0,8469
Ian Kinsler;5;Andy Hawkins;0,8454
Ice Box Chamberlain;1;Ed Swartwood;0,9723
Ice Box Chamberlain;2;Willie Stargell;0,9718
Ice Box Chamberlain;3;Von Joshua;0,9718
Ice Box Chamberlain;4;Jackie Hernandez;0,9697
Ice Box Chamberlain;5;Byron Browne;0,9694
Ichiro Suzuki;1;Jerry Turner;0,9544
Ichiro Suzuki;2;Herm Winningham;0,8941
Ichiro Suzuki;3;Danny Green;0,8888
Ichiro Suzuki;4;Josh Wilson;0,8822
Ichiro Suzuki;5;Ted Uhlaender;0,8756
Ike Delock;1;Tony Piet;0,9137
Ike Delock;2;Mike Aviles;0,8739
Ike Delock;3;Chuck Diering;0,8708
Ike Delock;4;Felix Hernandez;0,8673
Ike Delock;5;Blake Snell;0,8652
Ildemaro Vargas;1;Bob Brenly;0,9838
Ildemaro Vargas;2;Mark Teixeira;0,983
Ildemaro Vargas;3;Sonny Jackson;0,9789
Ildemaro Vargas;4;Mike Boddicker;0,9788
Ildemaro Vargas;5;Pete Incaviglia;0,9782
Ira Flagstead;1;Rusty Peters;0,9624
Ira Flagstead;2;Mickey Klutts;0,9384
Ira Flagstead;3;Pop Smith;0,9289
Ira Flagstead;4;Sean Newcomb;0,9233
Ira Flagstead;5;Benji Gil;0,918
Ira Thomas;1;Don Kolloway;0,9606
Ira Thomas;2;Chad Wallach;0,9456
Ira Thomas;3;Brad Wilkerson;0,9374
Ira Thomas;4;Joe Evans;0,9312
Ira Thomas;5;Garrett Hampson;0,9301
Irish Meusel;1;Larry Hisle;0,9327
Irish Meusel;2;Tim Teufel;0,9309
Irish Meusel;3;Jack Crooks;0,9103
Irish Meusel;4;Fred Carroll;0,8813
Irish Meusel;5;Luis Urias;0,841
Irv Noren;1;Chris Turner;0,9756
Irv Noren;2;Woody Jensen;0,9613
Irv Noren;3;Brian Dorsett;0,9562
Irv Noren;4;Aaron Fultz;0,9562
Irv Noren;5;Jerry Walker;0,9562
Irvin Brooks;1;Bert Haas;0,9198
Irvin Brooks;2;Dave Cash;0,9196
Irvin Brooks;3;Buster Brown;0,911
Irvin Brooks;4;Ollie Brown;0,9026
Irvin Brooks;5;Jeff King;0,8904
Isiah Kiner-Falefa;1;Elrod Hendricks;0,9243
Isiah Kiner-Falefa;2;Vance Law;0,8662
Isiah Kiner-Falefa;3;Big Bill Smith;0,8524
Isiah Kiner-Falefa;4;Dave Philley;0,8519
Isiah Kiner-Falefa;5;Troy O'Leary;0,8459
Isidro Fabré;1;Chase Utley;0,9039
Isidro Fabré;2;Ed Phelps;0,8996
Isidro Fabré;3;George Bradley;0,8664
Isidro Fabré;4;Michael Bourn;0,8594
Isidro Fabré;5;Leroy Stanton;0,8521
Ismael Valdez;1;Ned Cuthbert;0,9443
Ismael Valdez;2;Ed Willett;0,9262
Ismael Valdez;3;Giancarlo Stanton;0,9229
Ismael Valdez;4;Randy Moffitt;0,921
Ismael Valdez;5;Brian Johnson;0,9197
Ival Goodman;1;Omar Infante;0,9014
Ival Goodman;2;Tex Carleton;0,8691
Ival Goodman;3;Pat Borders;0,8541
Ival Goodman;4;Wally Joyner;0,846
Ival Goodman;5;Mitch Garver;0,8437
Ivan Calderon;1;Joe McEwing;0,9335
Ivan Calderon;2;Michael Wuertz;0,9283
Ivan Calderon;3;Jose Alvarado;0,9256
Ivan Calderon;4;Trot Nixon;0,9162
Ivan Calderon;5;Rick Honeycutt;0,9115
Ivan Murrell;1;Johnny Groth;0,9733
Ivan Murrell;2;Freddy Peralta;0,9702
Ivan Murrell;3;Doug Bird;0,9613
Ivan Murrell;4;Mike Trombley;0,9602
Ivan Murrell;5;Ross Detwiler;0,957
Ivan Nova;1;Tyler Naquin;0,9263
Ivan Nova;2;Luke Weaver;0,9156
Ivan Nova;3;Johnny Markham;0,9081
Ivan Nova;4;Chien-Ming Wang;0,883
Ivan Nova;5;Joe Smith;0,8767
Ivan Rodriguez;1;Pepper Daniels;0,9592
Ivan Rodriguez;2;Frank Scheibeck;0,9519
Ivan Rodriguez;3;Rob Brantly;0,945
Ivan Rodriguez;4;Stu Martin;0,9441
Ivan Rodriguez;5;Chuck Crim;0,9386
Ivan de Jesus;1;Paul Blair;0,9447
Ivan de Jesus;2;Phil Garner;0,9381
Ivan de Jesus;3;Dave McNally;0,9334
Ivan de Jesus;4;Daniel Descalso;0,8966
Ivan de Jesus;5;Tony Lazzeri;0,8734
Ivey Wingo;1;Jimmy Hill;0,9838
Ivey Wingo;2;Sammy Stewart;0,9574
Ivey Wingo;3;Yandy Diaz;0,9484
Ivey Wingo;4;Wes Parker;0,9473
Ivey Wingo;5;Taylor Teagarden;0,9438
Ivy Andrews;1;Willis Hudlin;0,9169
Ivy Andrews;2;Framber Valdez;0,894
Ivy Andrews;3;Jim Maloney;0,8933
Ivy Andrews;4;Del Ennis;0,8928
Ivy Andrews;5;Eugene Bremer;0,8875
Ivy Olson;1;Alberto Callaspo;0,8746
Ivy Olson;2;Darwin Barney;0,8676
Ivy Olson;3;Andres Torres;0,8281
Ivy Olson;4;Ollie Pickering;0,8233
Ivy Olson;5;Phil Hughes;0,8114
J. A. Happ;1;Jonathan Sanchez;0,9638
J. A. Happ;2;Charlie Spikes;0,9593
J. A. Happ;3;Carl Willey;0,9445
J. A. Happ;4;Casey Patten;0,9373
J. A. Happ;5;Rawly Eastwick;0,9322
J. C. Martin;1;Tony Scott;0,9981
J. C. Martin;2;Sean Doolittle;0,9975
J. C. Martin;3;Joe Thatcher;0,9975
J. C. Martin;4;Blake Parker;0,9975
J. C. Martin;5;Luis Ayala;0,9975
J. C. Romero;1;Sandy Alcantara;0,9945
J. C. Romero;2;Mel Hall;0,9569
J. C. Romero;3;Mark Carreon;0,9303
J. C. Romero;4;Hal Naragon;0,9277
J. C. Romero;5;Joe Koppe;0,924
J. D. Davis;1;Pol Perritt;0,9297
J. D. Davis;2;Roger Repoz;0,8801
J. D. Davis;3;Ken Hill;0,8795
